"","fecha","Casos por fecha de inicio de síntomas","Casos por fecha de toma de muestra","Casos por fecha de emisión de resultados"
"777","2022-04-12","78","219","853"
"778","2022-04-13","28","155","239"
"779","2022-04-14","53","121","51"
"780","2022-04-15","73","96","115"
"781","2022-04-16","64","125","66"
"782","2022-04-17","90","147","50"
"783","2022-04-18","114","281","910"
"784","2022-04-19","92","264","898"
"785","2022-04-20","91","311","1061"
"786","2022-04-21","56","224","864"
"787","2022-04-22","84","225","1028"
"788","2022-04-23","73","104","203"
"789","2022-04-24","73","104","81"
"790","2022-04-25","93","387","616"
"791","2022-04-26","71","182","790"
"792","2022-04-27","55","304","930"
"793","2022-04-28","62","167","879"
"794","2022-04-29","53","137","678"
"795","2022-04-30","52","81","65"
"796","2022-05-01","90","93","21"
"797","2022-05-02","97","156","153"
"798","2022-05-03","89","243","706"
"799","2022-05-04","55","186","607"
"800","2022-05-05","73","191","709"
"801","2022-05-06","72","172","610"
"802","2022-05-07","73","103","78"
"803","2022-05-08","80","81","57"
"804","2022-05-09","111","217","703"
"805","2022-05-10","114","224","458"
"806","2022-05-11","71","179","502"
"807","2022-05-12","81","237","662"
"808","2022-05-13","130","219","555"
"809","2022-05-14","100","166","71"
"810","2022-05-15","139","155","88"
"811","2022-05-16","148","283","689"
"812","2022-05-17","120","323","794"
"813","2022-05-18","139","292","817"
"814","2022-05-19","119","306","911"
"815","2022-05-20","171","282","574"
"816","2022-05-21","108","176","120"
"817","2022-05-22","133","181","80"
"818","2022-05-23","168","347","621"
"819","2022-05-24","170","329","818"
"820","2022-05-25","192","560","614"
"821","2022-05-26","174","376","682"
"822","2022-05-27","193","311","695"
"823","2022-05-28","199","197","92"
"824","2022-05-29","211","254","71"
"825","2022-05-30","260","536","837"
"826","2022-05-31","254","510","914"
"827","2022-06-01","377","563","840"
"828","2022-06-02","357","621","839"
"829","2022-06-03","388","595","965"
"830","2022-06-04","411","482","102"
"831","2022-06-05","508","383","106"
"832","2022-06-06","689","1005","1132"
"833","2022-06-07","559","1116","1401"
"834","2022-06-08","602","1306","1059"
"835","2022-06-09","600","1398","1285"
"836","2022-06-10","816","1350","1252"
"837","2022-06-11","708","731","215"
"838","2022-06-12","873","801","151"
"839","2022-06-13","1294","2131","1525"
"840","2022-06-14","1150","1780","2138"
"841","2022-06-15","1289","2299","1573"
"842","2022-06-16","1044","2978","1902"
"843","2022-06-17","1473","2622","1768"
"844","2022-06-18","1541","1791","298"
"845","2022-06-19","1578","1639","248"
"846","2022-06-20","2640","4199","2950"
"847","2022-06-21","2035","3880","3082"
"848","2022-06-22","2133","4433","3166"
"849","2022-06-23","1916","4406","3158"
"850","2022-06-24","2460","4064","3062"
"851","2022-06-25","2898","2606","717"
"852","2022-06-26","2882","2314","612"
"853","2022-06-27","3747","6353","3838"
"854","2022-06-28","3622","6567","4342"
"855","2022-06-29","2918","6885","5072"
"856","2022-06-30","2851","6619","4607"
"857","2022-07-01","6469","7591","3476"
"858","2022-07-02","3563","4089","1497"
"859","2022-07-03","4185","3402","852"
"860","2022-07-04","4728","6665","1194"
"861","2022-07-05","4956","10220","5133"
"862","2022-07-06","3996","9495","5786"
"863","2022-07-07","4029","9056","6041"
"864","2022-07-08","4170","7751","5693"
"865","2022-07-09","4250","4616","2479"
"866","2022-07-10","4784","4095","1277"
"867","2022-07-11","4120","9431","6621"
"868","2022-07-12","3527","8276","7747"
"869","2022-07-13","2883","7599","7504"
"870","2022-07-14","2423","6483","6918"
"871","2022-07-15","3290","5963","5269"
"872","2022-07-16","2797","2902","1669"
"873","2022-07-17","2770","3054","768"
"874","2022-07-18","3313","7758","6012"
"875","2022-07-19","2486","5918","6723"
"876","2022-07-20","2432","5558","6331"
"877","2022-07-21","1642","4853","6301"
"878","2022-07-22","1791","4024","4645"
"879","2022-07-23","1869","1888","1409"
"880","2022-07-24","1797","1805","876"
"881","2022-07-25","2296","4744","5349"
"882","2022-07-26","1693","3847","4914"
"883","2022-07-27","1424","3573","5097"
"884","2022-07-28","1185","3087","4849"
"885","2022-07-29","1150","2672","3523"
"886","2022-07-30","1136","1581","1102"
"887","2022-07-31","1054","1274","216"
"888","2022-08-01","1834","3533","2323"
"889","2022-08-02","1032","2557","3278"
"890","2022-08-03","879","2316","3205"
"891","2022-08-04","706","2050","2729"
"892","2022-08-05","863","1797","2491"
"893","2022-08-06","729","995","671"
"894","2022-08-07","732","797","405"
"895","2022-08-08","771","2098","3020"
"896","2022-08-09","588","1546","3194"
"897","2022-08-10","639","1364","3698"
"898","2022-08-11","379","1234","2720"
"899","2022-08-12","435","1112","1915"
"900","2022-08-13","393","583","349"
"901","2022-08-14","424","430","143"
"902","2022-08-15","457","1068","1781"
"903","2022-08-16","333","976","3322"
"904","2022-08-17","332","795","2876"
"905","2022-08-18","314","757","2213"
"906","2022-08-19","302","749","2193"
"907","2022-08-20","351","372","209"
"908","2022-08-21","253","337","129"
"909","2022-08-22","309","878","2824"
"910","2022-08-23","241","613","2226"
"911","2022-08-24","233","625","2039"
"912","2022-08-25","169","495","2027"
"913","2022-08-26","206","504","1958"
"914","2022-08-27","154","267","1033"
"915","2022-08-28","149","207","764"
"916","2022-08-29","218","550","2110"
"917","2022-08-30","133","443","1517"
"918","2022-08-31","97","343","1652"
"919","2022-09-01","126","318","930"
"920","2022-09-02","129","268","306"
"921","2022-09-03","141","149","67"
"922","2022-09-04","119","151","127"
"923","2022-09-05","190","418","1117"
"924","2022-09-06","118","317","1380"
"925","2022-09-07","95","280","1246"
"926","2022-09-08","114","281","1161"
"927","2022-09-09","85","273","1033"
"928","2022-09-10","105","90","70"
"929","2022-09-11","58","238","148"
"930","2022-09-12","80","308","1359"
"931","2022-09-13","67","218","1321"
"932","2022-09-14","80","162","887"
"933","2022-09-15","77","79","45"
"934","2022-09-16","74","140","110"
"935","2022-09-17","77","104","38"
"936","2022-09-18","90","81","40"
"937","2022-09-19","108","288","1055"
"938","2022-09-20","90","281","1318"
"939","2022-09-21","68","188","928"
"940","2022-09-22","63","190","985"
"941","2022-09-23","51","131","707"
"942","2022-09-24","65","96","157"
"943","2022-09-25","64","84","58"
"944","2022-09-26","81","242","1032"
"945","2022-09-27","64","155","1286"
"946","2022-09-28","49","158","948"
"947","2022-09-29","40","163","1002"
"948","2022-09-30","57","124","697"
"949","2022-10-01","68","51","41"
"950","2022-10-02","43","74","82"
"951","2022-10-03","65","169","927"
"952","2022-10-04","44","147","776"
"953","2022-10-05","54","145","952"
"954","2022-10-06","39","106","773"
"955","2022-10-07","38","118","384"
"956","2022-10-08","22","47","349"
"957","2022-10-09","37","60","94"
"958","2022-10-10","54","91","560"
"959","2022-10-11","42","105","727"
"960","2022-10-12","43","89","837"
"961","2022-10-13","36","100","1026"
"962","2022-10-14","36","156","675"
"963","2022-10-15","49","44","54"
"964","2022-10-16","41","54","96"
"965","2022-10-17","31","82","732"
"966","2022-10-18","34","91","698"
"967","2022-10-19","31","77","743"
"968","2022-10-20","26","64","150"
"969","2022-10-21","32","73","687"
"970","2022-10-22","23","46","149"
"971","2022-10-23","28","41","185"
"972","2022-10-24","51","91","651"
"973","2022-10-25","47","81","730"
"974","2022-10-26","31","103","1032"
"975","2022-10-27","35","91","571"
"976","2022-10-28","35","66","537"
"977","2022-10-29","28","36","65"
"978","2022-10-30","33","38","52"
"979","2022-10-31","43","57","103"
"980","2022-11-01","68","49","70"
"981","2022-11-02","65","173","618"
"982","2022-11-03","56","127","648"
"983","2022-11-04","45","111","532"
"984","2022-11-05","49","49","51"
"985","2022-11-06","76","45","68"
"986","2022-11-07","97","193","629"
"987","2022-11-08","90","161","479"
"988","2022-11-09","58","145","661"
"989","2022-11-10","63","131","413"
"990","2022-11-11","80","139","445"
"991","2022-11-12","76","89","158"
"992","2022-11-13","87","89","122"
"993","2022-11-14","134","255","559"
"994","2022-11-15","124","244","481"
"995","2022-11-16","75","213","534"
"996","2022-11-17","99","320","629"
"997","2022-11-18","132","216","554"
"998","2022-11-19","146","115","183"
"999","2022-11-20","216","168","178"
"1000","2022-11-21","198","388","845"
"1001","2022-11-22","206","434","941"
"1002","2022-11-23","201","474","1182"
"1003","2022-11-24","179","441","1216"
"1004","2022-11-25","313","468","846"
"1005","2022-11-26","349","227","341"
"1006","2022-11-27","438","348","226"
"1007","2022-11-28","610","902","1066"
"1008","2022-11-29","546","1127","1191"
"1009","2022-11-30","696","1121","1075"
"1010","2022-12-01","766","1276","955"
"1011","2022-12-02","855","1416","1207"
"1012","2022-12-03","922","740","297"
"1013","2022-12-04","1147","771","361"
"1014","2022-12-05","1427","2894","1620"
"1015","2022-12-06","1406","2894","2257"
"1016","2022-12-07","1230","3029","2422"
"1017","2022-12-08","1195","2782","1973"
"1018","2022-12-09","1137","2360","1950"
"1019","2022-12-10","1579","1306","927"
"1020","2022-12-11","1129","1231","637"
"1021","2022-12-12","1549","3795","2299"
"1022","2022-12-13","1417","3185","2640"
"1023","2022-12-14","1137","3371","2721"
"1024","2022-12-15","901","3153","2483"
"1025","2022-12-16","977","2559","1855"
"1026","2022-12-17","820","1257","607"
"1027","2022-12-18","903","849","336"
"1028","2022-12-19","1071","2733","2819"
"1029","2022-12-20","892","2344","2701"
"1030","2022-12-21","553","1888","2781"
"1031","2022-12-22","501","1777","2253"
"1032","2022-12-23","459","1134","1081"
"1033","2022-12-24","508","795","195"
"1034","2022-12-25","627","400","138"
"1035","2022-12-26","548","1123","550"
"1036","2022-12-27","513","1576","1735"
"1037","2022-12-28","401","1432","2308"
"1038","2022-12-29","318","1262","1729"
"1039","2022-12-30","267","799","752"
"1040","2022-12-31","257","428","168"
"1041","2023-01-01","462","284","128"
"1042","2023-01-02","417","626","432"
"1043","2023-01-03","351","1086","1395"
"1044","2023-01-04","338","957","1659"
"1045","2023-01-05","261","707","1567"
"1046","2023-01-06","218","544","1527"
"1047","2023-01-07","209","218","206"
"1048","2023-01-08","194","214","207"
"1049","2023-01-09","216","598","1718"
"1050","2023-01-10","211","460","1722"
"1051","2023-01-11","123","450","1179"
"1052","2023-01-12","121","318","1399"
"1053","2023-01-13","102","265","853"
"1054","2023-01-14","106","121","179"
"1055","2023-01-15","94","81","221"
"1056","2023-01-16","101","269","729"
"1057","2023-01-17","93","279","782"
"1058","2023-01-18","86","224","1050"
"1059","2023-01-19","66","170","756"
"1060","2023-01-20","100","168","690"
"1061","2023-01-21","61","72","243"
"1062","2023-01-22","61","98","173"
"1063","2023-01-23","80","189","1025"
"1064","2023-01-24","70","133","837"
"1065","2023-01-25","61","145","829"
"1066","2023-01-26","43","123","723"
"1067","2023-01-27","52","112","422"
"1068","2023-01-28","39","43","73"
"1069","2023-01-29","50","52","18"
"1070","2023-01-30","48","120","811"
"1071","2023-01-31","54","92","490"
"1072","2023-02-01","63","109","431"
"1073","2023-02-02","40","115","399"
"1074","2023-02-03","32","90","387"
"1075","2023-02-04","37","29","36"
"1076","2023-02-05","56","32","15"
"1077","2023-02-06","51","104","487"
"1078","2023-02-07","60","89","452"
"1079","2023-02-08","45","110","384"
"1080","2023-02-09","28","78","573"
"1081","2023-02-10","52","71","413"
"1082","2023-02-11","31","31","50"
"1083","2023-02-12","38","31","18"
"1084","2023-02-13","67","102","429"
"1085","2023-02-14","36","91","268"
"1086","2023-02-15","46","64","488"
"1087","2023-02-16","27","90","406"
"1088","2023-02-17","30","96","374"
"1089","2023-02-18","37","24","92"
"1090","2023-02-19","40","40","24"
"1091","2023-02-20","44","90","406"
"1092","2023-02-21","20","62","368"
"1093","2023-02-22","26","74","239"
"1094","2023-02-23","33","86","365"
"1095","2023-02-24","35","52","471"
"1096","2023-02-25","24","20","52"
"1097","2023-02-26","39","23","26"
"1098","2023-02-27","33","93","410"
"1099","2023-02-28","35","84","372"
"1100","2023-03-01","56","87","308"
"1101","2023-03-02","34","76","249"
"1102","2023-03-03","42","60","215"
"1103","2023-03-04","38","47","14"
"1104","2023-03-05","45","25","11"
"1105","2023-03-06","52","99","214"
"1106","2023-03-07","36","80","260"
"1107","2023-03-08","37","66","198"
"1108","2023-03-09","25","72","342"
"1109","2023-03-10","35","59","310"
"1110","2023-03-11","19","41","34"
"1111","2023-03-12","34","25","17"
"1112","2023-03-13","45","84","391"
"1113","2023-03-14","28","77","311"
"1114","2023-03-15","25","69","428"
"1115","2023-03-16","15","68","300"
"1116","2023-03-17","31","57","371"
"1117","2023-03-18","22","28","265"
"1118","2023-03-19","40","21","6"
"1119","2023-03-20","50","88","402"
"1120","2023-03-21","27","69","282"
"1121","2023-03-22","27","79","556"
"1122","2023-03-23","37","79","434"
"1123","2023-03-24","27","56","509"
"1124","2023-03-25","47","22","267"
"1125","2023-03-26","50","26","12"
"1126","2023-03-27","44","91","452"
"1127","2023-03-28","35","72","419"
"1128","2023-03-29","18","81","208"
"1129","2023-03-30","23","77","249"
"1130","2023-03-31","22","60","161"
"1131","2023-04-01","31","29","112"
"1132","2023-04-02","29","33","7"
"1133","2023-04-03","27","70","273"
"1134","2023-04-04","23","62","149"
"1135","2023-04-05","19","28","108"
"1136","2023-04-06","13","11","58"
"1137","2023-04-07","38","16","3"
"1138","2023-04-08","37","20","99"
"1139","2023-04-09","37","36","12"
"1140","2023-04-10","69","95","181"
"1141","2023-04-11","43","87","221"
"1142","2023-04-12","38","81","257"
"1143","2023-04-13","27","91","173"
"1144","2023-04-14","40","66","96"
"1145","2023-04-15","58","25","8"
"1146","2023-04-16","46","24","9"
"1147","2023-04-17","57","119","175"
"1148","2023-04-18","39","88","186"
"1149","2023-04-19","46","92","137"
"1150","2023-04-20","52","100","184"
"1151","2023-04-21","35","78","177"
"1152","2023-04-22","37","35","23"
"1153","2023-04-23","40","26","4"
"1154","2023-04-24","66","108","188"
"1155","2023-04-25","64","86","120"
"1156","2023-04-26","61","117","139"
"1157","2023-04-27","44","125","99"
"1158","2023-04-28","53","108","326"
"1159","2023-04-29","30","40","9"
"1160","2023-04-30","49","18","15"
"1161","2023-05-01","91","36","18"
"1162","2023-05-02","85","136","132"
"1163","2023-05-03","75","145","152"
"1164","2023-05-04","67","134","123"
"1165","2023-05-05","105","209","158"
"1166","2023-05-06","70","75","11"
"1167","2023-05-07","64","72","8"
"1168","2023-05-08","110","263","492"
"1169","2023-05-09","53","171","272"
"1170","2023-05-10","77","89","101"
"1171","2023-05-11","57","146","154"
"1172","2023-05-12","63","133","126"
"1173","2023-05-13","56","48","19"
"1174","2023-05-14","74","51","17"
"1175","2023-05-15","121","201","155"
"1176","2023-05-16","61","133","180"
"1177","2023-05-17","66","134","121"
"1178","2023-05-18","62","153","162"
"1179","2023-05-19","63","134","128"
"1180","2023-05-20","114","52","36"
"1181","2023-05-21","84","47","19"
"1182","2023-05-22","111","263","199"
"1183","2023-05-23","86","193","266"
"1184","2023-05-24","93","185","237"
"1185","2023-05-25","85","191","174"
"1186","2023-05-26","100","183","157"
"1187","2023-05-27","100","72","32"
"1188","2023-05-28","132","72","32"
"1189","2023-05-29","117","278","245"
"1190","2023-05-30","106","181","243"
"1191","2023-05-31","100","234","209"
"1192","2023-06-01","144","248","178"
"1193","2023-06-02","129","254","202"
"1194","2023-06-03","141","93","42"
"1195","2023-06-04","177","119","29"
"1196","2023-06-05","232","374","310"
"1197","2023-06-06","188","392","255"
"1198","2023-06-07","135","362","371"
"1199","2023-06-08","135","391","285"
"1200","2023-06-09","131","339","582"
"1201","2023-06-10","179","112","36"
"1202","2023-06-11","154","116","35"
"1203","2023-06-12","252","504","341"
"1204","2023-06-13","199","383","379"
"1205","2023-06-14","143","444","452"
"1206","2023-06-15","135","329","449"
"1207","2023-06-16","149","332","361"
"1208","2023-06-17","157","148","38"
"1209","2023-06-18","196","158","47"
"1210","2023-06-19","225","587","462"
"1211","2023-06-20","206","511","400"
"1212","2023-06-21","131","409","404"
"1213","2023-06-22","107","395","447"
"1214","2023-06-23","145","339","503"
"1215","2023-06-24","125","111","0"
"1216","2023-06-25","202","125","45"
"1217","2023-06-26","218","336","186"
"1218","2023-06-27","229","602","524"
"1219","2023-06-28","156","431","479"
"1220","2023-06-29","145","454","430"
"1221","2023-06-30","147","455","360"
"1222","2023-07-01","209","199","42"
"1223","2023-07-02","196","167","37"
"1224","2023-07-03","261","313","61"
"1225","2023-07-04","200","676","946"
"1226","2023-07-05","181","519","580"
"1227","2023-07-06","139","499","964"
"1228","2023-07-07","140","402","365"
"1229","2023-07-08","161","187","48"
"1230","2023-07-09","166","153","49"
"1231","2023-07-10","215","560","566"
"1232","2023-07-11","137","397","476"
"1233","2023-07-12","124","392","468"
"1234","2023-07-13","97","328","492"
"1235","2023-07-14","131","265","251"
"1236","2023-07-15","150","141","52"
"1237","2023-07-16","125","149","44"
"1238","2023-07-17","222","373","504"
"1239","2023-07-18","172","413","372"
"1240","2023-07-19","143","353","383"
"1241","2023-07-20","143","361","400"
"1242","2023-07-21","102","318","346"
"1243","2023-07-22","84","125","72"
"1244","2023-07-23","116","114","34"
"1245","2023-07-24","118","360","512"
"1246","2023-07-25","141","294","298"
"1247","2023-07-26","108","242","338"
"1248","2023-07-27","95","261","507"
"1249","2023-07-28","146","232","280"
"1250","2023-07-29","82","73","43"
"1251","2023-07-30","88","104","22"
"1252","2023-07-31","121","345","277"
"1253","2023-08-01","115","261","289"
"1254","2023-08-02","83","233","320"
"1255","2023-08-03","71","190","424"
"1256","2023-08-04","59","165","192"
"1257","2023-08-05","95","70","18"
"1258","2023-08-06","73","70","29"
"1259","2023-08-07","93","202","231"
"1260","2023-08-08","79","197","250"
"1261","2023-08-09","73","171","229"
"1262","2023-08-10","65","142","193"
"1263","2023-08-11","50","162","121"
"1264","2023-08-12","65","65","21"
"1265","2023-08-13","50","55","17"
"1266","2023-08-14","64","190","211"
"1267","2023-08-15","46","101","117"
"1268","2023-08-16","47","161","231"
"1269","2023-08-17","56","126","157"
"1270","2023-08-18","34","113","156"
"1271","2023-08-19","42","42","26"
"1272","2023-08-20","47","49","8"
"1273","2023-08-21","63","62","15"
"1274","2023-08-22","56","142","149"
"1275","2023-08-23","69","158","225"
"1276","2023-08-24","17","87","184"
"1277","2023-08-25","39","91","125"
"1278","2023-08-26","22","33","16"
"1279","2023-08-27","34","35","15"
"1280","2023-08-28","48","96","138"
"1281","2023-08-29","34","96","150"
"1282","2023-08-30","33","83","164"
"1283","2023-08-31","25","58","87"
"1284","2023-09-01","37","48","57"
"1285","2023-09-02","30","31","16"
"1286","2023-09-03","27","27","8"
"1287","2023-09-04","37","86","121"
"1288","2023-09-05","27","111","143"
"1289","2023-09-06","20","75","276"
"1290","2023-09-07","33","65","110"
"1291","2023-09-08","23","41","71"
"1292","2023-09-09","21","36","16"
"1293","2023-09-10","24","28","11"
"1294","2023-09-11","25","58","108"
"1295","2023-09-12","15","54","73"
"1296","2023-09-13","10","40","58"
"1297","2023-09-14","30","43","58"
"1298","2023-09-15","13","18","9"
"1299","2023-09-16","19","24","28"
"1300","2023-09-17","13","21","4"
"1301","2023-09-18","16","53","83"
"1302","2023-09-19","12","41","99"
"1303","2023-09-20","17","45","75"
"1304","2023-09-21","16","37","80"
"1305","2023-09-22","15","36","61"
"1306","2023-09-23","20","18","16"
"1307","2023-09-24","16","20","9"
"1308","2023-09-25","16","46","119"
"1309","2023-09-26","10","39","66"
"1310","2023-09-27","6","34","81"
"1311","2023-09-28","8","19","59"
"1312","2023-09-29","10","28","37"
"1313","2023-09-30","11","9","11"
"1314","2023-10-01","19","20","9"
"1315","2023-10-02","11","32","78"
"1316","2023-10-03","14","24","74"
"1317","2023-10-04","7","16","43"
"1318","2023-10-05","6","22","47"
"1319","2023-10-06","7","18","43"
"1320","2023-10-07","4","9","4"
"1321","2023-10-08","1","4","5"
"1322","2023-10-09","4","14","16"
"1323","2023-10-10","4","10","44"
"1324","2023-10-11","5","11","42"
"1325","2023-10-12","4","16","23"
"1326","2023-10-13","4","7","26"
"1327","2023-10-14","1","5","0"
"1328","2023-10-15","5","7","1"
"1329","2023-10-16","3","6","21"
"1330","2023-10-17","7","9","26"
"1331","2023-10-18","5","10","28"
"1332","2023-10-19","15","23","54"
"1333","2023-10-20","4","5","3"
"1334","2023-10-21","5","8","3"
"1335","2023-10-22","7","11","5"
"1336","2023-10-23","13","28","47"
"1337","2023-10-24","5","14","50"
"1338","2023-10-25","8","12","35"
"1339","2023-10-26","3","16","51"
"1340","2023-10-27","6","18","44"
"1341","2023-10-28","4","7","6"
"1342","2023-10-29","3","4","1"
"1343","2023-10-30","2","19","50"
"1344","2023-10-31","4","9","52"
"1345","2023-11-01","4","3","1"
"1346","2023-11-02","4","9","77"
"1347","2023-11-03","8","12","36"
"1348","2023-11-04","5","10","3"
"1349","2023-11-05","4","10","13"
"1350","2023-11-06","12","22","72"
"1351","2023-11-07","11","25","39"
"1352","2023-11-08","7","28","63"
"1353","2023-11-09","7","17","96"
"1354","2023-11-10","9","9","47"
"1355","2023-11-11","7","14","5"
"1356","2023-11-12","11","15","6"
"1357","2023-11-13","13","38","31"
"1358","2023-11-14","17","26","71"
"1359","2023-11-15","13","31","43"
"1360","2023-11-16","6","27","48"
"1361","2023-11-17","12","23","35"
"1362","2023-11-18","8","11","2"
"1363","2023-11-19","12","13","4"
"1364","2023-11-20","20","37","60"
"1365","2023-11-21","6","27","85"
"1366","2023-11-22","11","32","38"
"1367","2023-11-23","10","29","43"
"1368","2023-11-24","18","34","46"
"1369","2023-11-25","13","21","14"
"1370","2023-11-26","13","20","8"
"1371","2023-11-27","13","52","42"
"1372","2023-11-28","14","41","40"
"1373","2023-11-29","17","31","35"
"1374","2023-11-30","15","33","44"
"1375","2023-12-01","9","23","19"
"1376","2023-12-02","3","19","10"
"1377","2023-12-03","12","14","10"
"1378","2023-12-04","20","41","56"
"1379","2023-12-05","15","53","75"
"1380","2023-12-06","11","36","60"
"1381","2023-12-07","11","39","65"
"1382","2023-12-08","17","26","0"
"1383","2023-12-09","10","17","0"
"1384","2023-12-10","9","20","8"
"1385","2023-12-11","24","53","55"
"1386","2023-12-12","21","40","53"
"1387","2023-12-13","18","42","56"
"1388","2023-12-14","18","41","94"
"1389","2023-12-15","17","41","37"
"1390","2023-12-16","17","26","15"
"1391","2023-12-17","13","30","10"
"1392","2023-12-18","23","53","61"
"1393","2023-12-19","15","62","73"
"1394","2023-12-20","19","51","56"
"1395","2023-12-21","14","46","70"
"1396","2023-12-22","10","38","44"
"1397","2023-12-23","19","31","6"
"1398","2023-12-24","22","33","16"
"1399","2023-12-25","21","24","13"
"1400","2023-12-26","20","62","37"
"1401","2023-12-27","30","82","80"
"1402","2023-12-28","23","88","107"
"1403","2023-12-29","22","60","59"
"1404","2023-12-30","25","28","21"
"1405","2023-12-31","21","29","8"
"1406","2024-01-01","24","30","3"
"1407","2024-01-02","32","77","62"
"1408","2024-01-03","47","96","106"
"1409","2024-01-04","47","102","122"
"1410","2024-01-05","40","95","82"
"1411","2024-01-06","40","54","14"
"1412","2024-01-07","45","65","13"
"1413","2024-01-08","59","136","101"
"1414","2024-01-09","55","152","144"
"1415","2024-01-10","61","156","180"
"1416","2024-01-11","33","121","155"
"1417","2024-01-12","63","107","113"
"1418","2024-01-13","43","55","19"
"1419","2024-01-14","36","46","18"
"1420","2024-01-15","76","143","150"
"1421","2024-01-16","59","144","155"
"1422","2024-01-17","53","110","149"
"1423","2024-01-18","66","170","195"
"1424","2024-01-19","63","134","121"
"1425","2024-01-20","53","44","20"
"1426","2024-01-21","57","66","25"
"1427","2024-01-22","77","209","128"
"1428","2024-01-23","73","152","186"
"1429","2024-01-24","61","161","152"
"1430","2024-01-25","51","156","209"
"1431","2024-01-26","67","162","122"
"1432","2024-01-27","67","67","40"
"1433","2024-01-28","62","88","36"
"1434","2024-01-29","88","237","170"
"1435","2024-01-30","74","148","253"
"1436","2024-01-31","49","167","185"
"1437","2024-02-01","102","175","198"
"1438","2024-02-02","70","174","164"
"1439","2024-02-03","93","80","20"
"1440","2024-02-04","74","73","24"
"1441","2024-02-05","108","301","260"
"1442","2024-02-06","99","188","252"
"1443","2024-02-07","65","219","228"
"1444","2024-02-08","71","233","223"
"1445","2024-02-09","81","189","158"
"1446","2024-02-10","86","108","19"
"1447","2024-02-11","48","140","56"
"1448","2024-02-12","75","286","524"
"1449","2024-02-13","83","209","260"
"1450","2024-02-14","55","166","189"
"1451","2024-02-15","63","164","194"
"1452","2024-02-16","59","151","162"
"1453","2024-02-17","54","83","23"
"1454","2024-02-18","56","46","24"
"1455","2024-02-19","68","221","181"
"1456","2024-02-20","75","181","188"
"1457","2024-02-21","70","166","239"
"1458","2024-02-22","40","138","172"
"1459","2024-02-23","46","149","193"
"1460","2024-02-24","48","59","13"
"1461","2024-02-25","56","48","13"
"1462","2024-02-26","76","180","250"
"1463","2024-02-27","45","151","211"
"1464","2024-02-28","40","133","181"
"1465","2024-02-29","33","106","168"
"1466","2024-03-01","42","110","151"
"1467","2024-03-02","31","41","16"
"1468","2024-03-03","36","46","3"
"1469","2024-03-04","46","97","170"
"1470","2024-03-05","44","98","134"
"1471","2024-03-06","30","104","138"
"1472","2024-03-07","28","84","116"
"1473","2024-03-08","26","76","85"
"1474","2024-03-09","31","36","16"
"1475","2024-03-10","33","29","7"
"1476","2024-03-11","44","96","135"
"1477","2024-03-12","29","76","101"
"1478","2024-03-13","19","67","156"
"1479","2024-03-14","20","64","95"
"1480","2024-03-15","25","66","115"
"1481","2024-03-16","16","27","11"
"1482","2024-03-17","14","30","14"
"1483","2024-03-18","17","60","96"
"1484","2024-03-19","11","39","88"
"1485","2024-03-20","5","21","96"
"1486","2024-03-21","4","26","74"
"1487","2024-03-22","1","12","66"
"1488","2024-03-23","0","4","7"
"1489","2024-03-24","0","1","5"
"1490","Total","729814","1291292","1291293"
